Epoch,Total Loss,Error,Topological loss
1,0.45927190227422887,0.20969157554432302,36.410682860962645
2,0.3102445595278711,0.18255760373469598,20.425317592963488
3,0.3022257846272634,0.17880466553622376,19.412191602284324
4,0.29694903450097865,0.17759281218408823,19.119499400704207
5,0.29097256385637615,0.17600396784122832,18.684219988520272
6,0.28645330560421517,0.17544859995742043,18.958074090009678
7,0.2823514826818854,0.17473038504580538,18.991527511688048
8,0.27717077509014904,0.17393922654097665,18.707939056579225
9,0.2734783270401869,0.17317594730568503,18.943735282578153
10,0.2698545825338649,0.17259178529242555,18.894377245874463
11,0.26590690150589286,0.17149784384730332,18.638007775038304
12,0.26265180708762415,0.1705990599657961,18.846258860148357
13,0.2590246369203408,0.16939080778710142,18.49984507075327
14,0.2567969997842869,0.16874451551608696,18.72156100929854
15,0.25389175322241414,0.16771206250804627,18.732354004226046
16,0.2510267497001294,0.16651777994489955,18.6758561048679
17,0.24884271710932612,0.165496689741483,18.63664206773221
18,0.24643084906532378,0.16434535036186973,18.615833442368192
19,0.2447077768469999,0.163555779678379,18.656868797576355
20,0.2427647642925114,0.16256561919957577,18.650084758233167
21,0.24120120124188726,0.16173229942064798,18.628748385492198
22,0.23999853057418755,0.16087551468503689,18.743510942973064
23,0.23850119417299054,0.160068123729643,18.5844832894331
24,0.2370924387506382,0.15925874164004525,18.60588717888929
25,0.2359244878777487,0.1584732860862138,18.475844046312893
26,0.23513184693045244,0.1580683620211607,18.66745596445963
27,0.2339854299308297,0.15721367834927794,18.505092889248967
28,0.23331000000059962,0.1569726385042339,18.499789106631706
29,0.2324562705384043,0.15643342972515586,18.56774219353042
30,0.23177523322091131,0.15596494988766973,18.527214307271077
31,0.231313446413971,0.15566120443943732,18.599925332440588
32,0.23027789637357174,0.15505951866061388,18.47286610974523
33,0.22968289978846818,0.15468057847308542,18.46994121345931
34,0.22906121620518005,0.15451416801549717,18.515794565577707
35,0.2284970284400586,0.15399865636568583,18.53540169264742
36,0.22835008532344225,0.15397191832879345,18.582621071866885
37,0.22760335985058083,0.15364786652390827,18.4871997147977
38,0.2268751929263155,0.1531688805647239,18.417446262108353
39,0.2268529300561208,0.15326332778273943,18.58013733275636
40,0.22636012732982635,0.1529245609027183,18.55160246637767
41,0.2257410826797257,0.15266777066413514,18.454796014431707
42,0.22502299429413802,0.15225155892486344,18.45393332178721
43,0.22483017353597515,0.15228425037718105,18.419067399944375
44,0.22445285534430406,0.15218549770509412,18.575952912519078
45,0.22383518668705832,0.1520055270569767,18.452001154779673
46,0.22326637411902764,0.15155659062776736,18.393321671171815
47,0.22314279593393474,0.15164339207782002,18.440254177162032
48,0.22279910047254162,0.15147630914956509,18.45302328235375
49,0.22230768034201182,0.15126917988597277,18.36977432730669
50,0.2220965730037518,0.15125019754656774,18.513803225077556
51,0.22172084477490295,0.1511463651846269,18.424034872454797
52,0.22132398250574123,0.15088950061869477,18.334963181775485
53,0.22124291795813394,0.15099520669012012,18.434681127171316
54,0.2207191562402748,0.15081294425233396,18.419331442096276
55,0.220388465834235,0.15074311299416834,18.445217520890836
56,0.22015196174204707,0.1506154957021068,18.43502172024664
57,0.2194676468829195,0.15031045046216712,18.352796571697304
58,0.21943944763994502,0.1504694568718265,18.446532043868196
59,0.21923486754565896,0.15040409297286395,18.416825562893987
60,0.21901181179606272,0.15035940925339739,18.43905134258156
61,0.21875287235497,0.15034954642464302,18.418829523874614
62,0.21830313898132234,0.15011327472810973,18.41808682858587
63,0.2182946284552534,0.150168231147492,18.449361487063104
64,0.21797103135885593,0.15013736633661978,18.44051197189057
65,0.2175313526998737,0.1500139906110164,18.425472225257735
66,0.2171179771780254,0.1498180192833889,18.358153200435066
67,0.2170249783171865,0.1500031142356153,18.560106871370785
68,0.21648353150861707,0.14965738382881988,18.27605209807436
69,0.21641043194396767,0.14963957662889343,18.36333628900037
70,0.21620804999402898,0.14973778482861147,18.375731274039445
71,0.21590579020049044,0.14962104248429486,18.40601180413526
72,0.21595372482688127,0.14978914065453822,18.478091713911045
73,0.2153015928175635,0.1494835355056974,18.288630502666543
74,0.21559372544288635,0.1497632129463607,18.548362994622327
75,0.21496705585967996,0.14939874785389015,18.40096165891179
76,0.2145318372877772,0.1492171972811579,18.334335458492806
77,0.2146428319329987,0.14942360022467768,18.36572163404819
78,0.21415355248365572,0.14926653283977223,18.248502502898255
79,0.21411867975117918,0.14925563348802978,18.3791292156288
80,0.21375806701040553,0.14915883532184326,18.34293065099659
81,0.21392559639351097,0.14937304205701737,18.393491436621385
82,0.21334810340832808,0.1491059237076137,18.279713270906917
83,0.21312248180369417,0.1491162970126746,18.31981741739604
84,0.21300776204663122,0.1491183859859398,18.310822972280537
85,0.21271097570836187,0.14898968858276299,18.242879096619383
86,0.21283263735428543,0.14923694645037908,18.34548555591149
87,0.21233651800426895,0.14889836315801758,18.307152239862315
88,0.21211409194026878,0.14879712355351019,18.29213136684395
89,0.21205508173582796,0.14882857066963961,18.31309580660152
90,0.21200925513298927,0.14897741252433755,18.325529081378868
91,0.21184887250740372,0.14897260141229915,18.37986425296989
92,0.2115240487866773,0.14882314807462121,18.377944974842187
93,0.2111946237301398,0.14867309815512447,18.227299170579737
94,0.2113170547042778,0.1488818351826268,18.40039160722744
95,0.21087030807655013,0.1486373840424115,18.267120081507517
96,0.21091284446730585,0.14875275940595273,18.3354223673929
97,0.21058838872495525,0.14859524244319894,18.27962688628785
98,0.2107373869526172,0.14879391324555802,18.391897527043692
99,0.21018109394761617,0.14853650639335553,18.29022152837879
100,0.21029710867804682,0.14868501689798103,18.256749164558457
101,0.21026553481281873,0.14879550949899023,18.385473205657775
102,0.20983455709354606,0.14849333143876697,18.301742770714675
103,0.2097713054118756,0.14853121701650276,18.31781955536254
104,0.20967335294106762,0.1485331059840625,18.270154045013612
105,0.20985535277934844,0.14873573358008962,18.373047788699942
106,0.20928974574554465,0.14850590864341415,18.224160382847586
107,0.2092985177111483,0.14855199775652972,18.294165074468374
108,0.20908672358104569,0.14847810419198282,18.30411385062212
109,0.20869432657421705,0.14827036826375,18.1899475451715
110,0.2085182664101709,0.14827532887815714,18.19508188213417
111,0.2087172832853066,0.14845641912100557,18.325043021561857
112,0.20833614513188778,0.14824599808383132,18.243892441252747
113,0.20847830916950089,0.14837589824271058,18.375992866333373
114,0.2082860609014591,0.14835021952669064,18.271328749057062
115,0.20832433538165634,0.14842325680983995,18.272797356108704
116,0.2079596485563381,0.1483130123979317,18.267384403480026
117,0.20811388342680331,0.14840121741244894,18.334772663915942
118,0.2077523269160779,0.14819296150507327,18.288006148652403
119,0.2077127516626598,0.14825135201751116,18.299754936538058
120,0.2075624055491236,0.1483535324028152,18.309896925966182
121,0.20748892230188062,0.14821648829711412,18.237435951918187
122,0.20718871521021792,0.14816814727947383,18.235580415782813
123,0.20732118662245974,0.14825243261938323,18.326768738067077
124,0.2070843376620801,0.1481561673258593,18.26403640130323
125,0.20698346938201767,0.14824330726426518,18.247337386993593
126,0.20717774474335288,0.14841739712896462,18.3493176477398
127,0.20703086524666425,0.14834291983150436,18.330020293504177
128,0.2063345016833551,0.14786472680147536,18.20912939060234
129,0.20678589301194975,0.14835647324066675,18.40061152338268
130,0.20664305101611657,0.14817331552862406,18.27646616404642
131,0.20633372155849092,0.14801178189987194,18.141038866100196
132,0.2061412469177189,0.14797940595956618,18.23668097307582
133,0.2062025846478468,0.14815281014777942,18.228735158543387
134,0.20590366681892716,0.14780866430548137,18.127675627519984
135,0.2061012151712429,0.1481787834517256,18.33824024086227
136,0.20598414799053513,0.14818781181545315,18.313354857667477
137,0.20608578952486645,0.148261190263811,18.36494319024914
138,0.20569356508597642,0.14797486757446907,18.1986051776452
139,0.20571665251683333,0.1480765432387055,18.2937019827837
140,0.20575945239937948,0.1481662603195556,18.31700769869867
141,0.20554479546175747,0.1481062558864405,18.264595254452644
142,0.20523818988286094,0.14793184145303542,18.245507971255364
143,0.2054288563971034,0.14812819949702588,18.36562394810294
144,0.20522373379347567,0.1479584232061923,18.252121634112147
145,0.20522492713557033,0.14801971627745086,18.28684781696982
146,0.20510094822523836,0.14797178178490278,18.223847857492412
147,0.2051781344556523,0.14811899040095106,18.347666557677492
148,0.20473656950596564,0.14786510829797048,18.238572046428384
149,0.20519529497195146,0.14824301513012297,18.447726752229794
150,0.20468934380008788,0.1479076900614236,18.264661366354204
151,0.20477182833020557,0.1480366600576989,18.321969026576973
152,0.20451273755755967,0.14785189310947577,18.235305637656573
153,0.20448976291153959,0.14791085718277686,18.242963014248602
154,0.2043647324432156,0.14786552865348176,18.271651570668478
155,0.20429296827244903,0.14783154999067682,18.207772272075722
156,0.2042308888749448,0.14801788646839337,18.31008123066611
157,0.20419804618030252,0.14789054020793138,18.19583457101605
158,0.20415543224997149,0.14781079548383189,18.22943184903996
159,0.20422836986487497,0.14799718295564196,18.328700168404037
160,0.20365606069921732,0.14766707873629953,18.23984733170378
161,0.20404404035942283,0.1480212740733952,18.2834013008072
162,0.2036415959546666,0.14781217022748763,18.26899300078432
163,0.20384428440453764,0.14800418092462117,18.252445723482236
164,0.20386149479957397,0.1479671545728238,18.30214612355489
165,0.20315935520711773,0.14753634928764697,18.06550019087192
166,0.20389456752531543,0.14805929648305127,18.434032771401778
167,0.203444990390789,0.14780101572682044,18.285617205911056
168,0.20355519545292425,0.14781188581161156,18.264714086840968
169,0.20337527463892976,0.14777695088686343,18.31299960541868
170,0.20335775952853127,0.14782566849343076,18.344647578850477
171,0.2032610147656081,0.14784609410398736,18.277247446025918
172,0.20315515709494403,0.1477063636847599,18.23227816142008
173,0.20323896220701185,0.14782034699431437,18.272963586681616
174,0.20297227808815277,0.1476280280126783,18.20673494281883
175,0.2027557426227067,0.14758937475745548,18.201384664295677
176,0.20294137111680952,0.1476836903188043,18.211878508150935
177,0.2029687507959183,0.14781859218181964,18.27362375202293
178,0.20282917527738445,0.14775744571300323,18.19883070163384
179,0.20271185736456318,0.14764364621417966,18.211654069180973
180,0.20265176053532583,0.14761645320111405,18.19772215517695
181,0.2026582788564488,0.14772857114404975,18.25813030197235
182,0.20247633781975616,0.14766029839565653,18.219166544383157
183,0.20259405360250415,0.1477227137831157,18.279666158253562
184,0.2022930596046105,0.14755152397883867,18.204757416319705
185,0.20261347802456267,0.14778794089477218,18.279969015521203
186,0.20254436572511753,0.14771627135084062,18.353124167390927
187,0.20213120774237694,0.1475135760303743,18.212398420550866
188,0.20233177576593298,0.14769119430266456,18.242217183826927
189,0.20245873963761474,0.14774605457832712,18.27948394935288
190,0.2020646361355296,0.14751648791357427,18.230062416213716
191,0.20225911243946967,0.1476056580236572,18.321414576319164
192,0.20186863768243504,0.14750256237691034,18.201273598356874
193,0.2019373717422257,0.14748252562420097,18.194634460403535
194,0.2020194736604919,0.1476778028878623,18.28089948756966
195,0.20186271888767174,0.14756174755845955,18.206122004343364
196,0.20208109344194036,0.14766205459119316,18.325460696648694
197,0.2017354535128542,0.14752395785675793,18.180012051930685
198,0.20187614902764736,0.14752808654915073,18.27890741039893
199,0.20169076216435003,0.14749625633041302,18.179468217724096
200,0.20179423573845162,0.14758925755580743,18.29505624028737
